lot_tag,auct_type,object_type,cadastr_num,addr_string,addr_street,addr_build_num,addr_floor_from_title,addr_apart_num_from_title,flat_num,qty_rooms,addr_floor,total_floors,obj_square,start_price,start_price_m2,deposit,auct_step,auct_form,start_applications_date,finish_application_date,participant_selection_date,bidding_date,results_date,roseltorg_url,torgi_url,metro_station,inf_sales,inf_food_service,inf_education,inf_cult_and_sport,inf_consumer_services,inf_health_care,documentation_expl,documentation_photo,investmoscow_url
#ГП16938320,Продажа,Квартира,77:06:0008005:5878,"г. Москва, ул. Введенского, дом 13В, Этаж 16, кв. 131",,,,,,1,16,,39.6,11503800,290500.0,100000,115038,Открытый аукцион в электронной форме,2023-10-05,2023-11-09,2023-11-15,2023-11-17,2023-11-17,https://178fz.roseltorg.ru/#com/procedure/view/procedure/482556,,Беляево,64,10,5,11,10,5,,,https://investmoscow.ru/tenders/tender/19327183
#ГП16938323,Продажа,Квартира,77:06:0008005:5880,"г. Москва, ул. Введенского, дом 13В, Этаж 16, кв. 133",,,,,,1,16,,39.8,11561900,290500.0,100000,115619,Открытый аукцион в электронной форме,2023-10-05,2023-11-09,2023-11-15,2023-11-17,2023-11-17,https://178fz.roseltorg.ru/#com/procedure/view/procedure/482561,,Беляево,64,10,5,11,10,5,,,https://investmoscow.ru/tenders/tender/19327305
#ГП16938324,Продажа,Квартира,77:06:0008005:5887,"г. Москва, ул. Введенского, дом 13В, Этаж 17, кв. 139",,,,,,1,17,,39.6,11503800,290500.0,100000,115038,Открытый аукцион в электронной форме,2023-10-05,2023-11-09,2023-11-15,2023-11-17,2023-11-17,https://178fz.roseltorg.ru/#com/procedure/view/procedure/482560,,Беляево,64,10,5,11,10,5,,,https://investmoscow.ru/tenders/tender/19327455
#ГП16938338,Продажа,Квартира,77:10:0002005:8300,"г. Москва, г. Зеленоград, Солнечная аллея, корп. 936, Этаж 2, кв. 114",,,,,,3,2,,71.1,14938110,210100.0,100000,149381,Открытый аукцион в электронной форме,2023-10-05,2023-11-09,2023-11-15,2023-11-17,2023-11-17,https://178fz.roseltorg.ru/#com/procedure/view/procedure/483268,,Пятницкое шоссе,65,6,8,26,16,2,,,https://investmoscow.ru/tenders/tender/19328482
#ГП16938337,Продажа,Квартира,77:10:0002005:8297,"г. Москва, г. Зеленоград, Солнечная аллея, корп. 936, Этаж 2, кв. 111",,,,,,3,2,,71.3,14980130,210100.0,100000,149801,Открытый аукцион в электронной форме,2023-10-05,2023-11-09,2023-11-15,2023-11-17,2023-11-17,https://178fz.roseltorg.ru/#com/procedure/view/procedure/483082,,Пятницкое шоссе,65,6,8,26,16,2,,,https://investmoscow.ru/tenders/tender/19328474
#ГП16938333,Продажа,Квартира,77:10:0002005:8597,"г. Москва, г. Зеленоград, Солнечная аллея, корп. 936, Этаж 12, кв. 43",,,,,,4,12,,89.5,18929250,211500.0,100000,189292,Открытый аукцион в электронной форме,2023-10-05,2023-11-09,2023-11-15,2023-11-17,2023-11-17,https://178fz.roseltorg.ru/#com/procedure/view/procedure/482858,,Пятницкое шоссе,65,6,8,26,16,2,,,https://investmoscow.ru/tenders/tender/19328404
#ГП16938332,Продажа,Квартира,77:10:0002005:8596,"г. Москва, г. Зеленоград, Солнечная аллея, корп. 936, Этаж 11, кв. 42",,,,,,4,11,,88.8,18781200,211500.0,100000,187812,Открытый аукцион в электронной форме,2023-10-05,2023-11-09,2023-11-15,2023-11-17,2023-11-17,https://178fz.roseltorg.ru/#com/procedure/view/procedure/482856,,Пятницкое шоссе,65,6,8,26,16,2,,,https://investmoscow.ru/tenders/tender/19328371
#ГП16938330,Продажа,Квартира,77:10:0002005:8582,"г. Москва, г. Зеленоград, Солнечная аллея, корп. 936, Этаж 9, кв. 36",,,,,,4,9,,88.7,18573780,209400.0,100000,185737,Открытый аукцион в электронной форме,2023-10-05,2023-11-09,2023-11-15,2023-11-17,2023-11-17,https://178fz.roseltorg.ru/#com/procedure/view/procedure/482850,,Пятницкое шоссе,65,6,8,26,16,2,,,https://investmoscow.ru/tenders/tender/19328334
#ГП16938328,Продажа,Квартира,77:10:0002005:8614,"г. Москва, г. Зеленоград, Солнечная аллея, корп. 936, Этаж 2, кв. 5",,,,,,3,2,,73.2,15379320,210100.0,100000,153793,Открытый аукцион в электронной форме,2023-10-05,2023-11-09,2023-11-15,2023-11-17,2023-11-17,https://178fz.roseltorg.ru/#com/procedure/view/procedure/482218,,Пятницкое шоссе,65,6,8,26,16,2,,,https://investmoscow.ru/tenders/tender/19328129
#ГП16938326,Продажа,Квартира,77:10:0002005:8504,"г. Москва, г. Зеленоград, Солнечная аллея, корп. 936, Этаж 2, кв. 2",,,,,,1,2,,42.4,9412800,222000.0,100000,94128,Открытый аукцион в электронной форме,2023-10-05,2023-11-09,2023-11-15,2023-11-17,2023-11-17,https://178fz.roseltorg.ru/#com/procedure/view/procedure/482193,,Пятницкое шоссе,65,6,8,26,16,2,,,https://investmoscow.ru/tenders/tender/19327782
#ГП16938335,Продажа,Квартира,77:10:0002005:8599,"г. Москва, г. Зеленоград, Солнечная аллея, корп. 936, Этаж 12, кв. 45",,,,,,4,12,,88.6,18738900,211500.0,100000,187389,Открытый аукцион в электронной форме,2023-10-05,2023-11-09,2023-11-15,2023-11-17,2023-11-17,https://178fz.roseltorg.ru/#com/procedure/view/procedure/483033,,Пятницкое шоссе,65,6,8,26,16,2,,,https://investmoscow.ru/tenders/tender/19328451
#ГП16938331,Продажа,Квартира,77:10:0002005:8590,"г. Москва, г. Зеленоград, Солнечная аллея, корп. 936, Этаж 10, кв. 37",,,,,,4,10,,89.2,18678480,209400.0,100000,186784,Открытый аукцион в электронной форме,2023-10-05,2023-11-09,2023-11-15,2023-11-17,2023-11-17,https://178fz.roseltorg.ru/#com/procedure/view/procedure/482854,,Пятницкое шоссе,65,6,8,26,16,2,,,https://investmoscow.ru/tenders/tender/19328357
#ГП16938329,Продажа,Квартира,77:10:0002005:8560,"г. Москва, г. Зеленоград, Солнечная аллея, корп. 936, Этаж 9, кв. 34",,,,,,4,9,,89.5,18741300,209400.0,100000,187413,Открытый аукцион в электронной форме,2023-10-05,2023-11-09,2023-11-15,2023-11-17,2023-11-17,https://178fz.roseltorg.ru/#com/procedure/view/procedure/482232,,Пятницкое шоссе,65,6,8,26,16,2,,,https://investmoscow.ru/tenders/tender/19328299
#ГП16938327,Продажа,Квартира,77:10:0002005:8592,"г. Москва, г. Зеленоград, Солнечная аллея, корп. 936, Этаж 2, кв. 3",,,,,,1,2,,42.8,9501600,222000.0,100000,95016,Открытый аукцион в электронной форме,2023-10-05,2023-11-09,2023-11-15,2023-11-17,2023-11-17,https://178fz.roseltorg.ru/#com/procedure/view/procedure/482214,,Пятницкое шоссе,65,6,8,26,16,2,,,https://investmoscow.ru/tenders/tender/19327915
#ГП16938342,Продажа,Квартира,77:10:0002005:8326,"г. Москва, г. Зеленоград, Солнечная аллея, корп. 936, Этаж 8, кв. 138",,,,,,3,8,,81.6,17315520,212200.0,100000,173155,Открытый аукцион в электронной форме,2023-10-05,2023-11-09,2023-11-15,2023-11-17,2023-11-17,https://178fz.roseltorg.ru/#com/procedure/view/procedure/483076,,Пятницкое шоссе,65,6,8,26,16,2,,,https://investmoscow.ru/tenders/tender/19328507
#ГП16938341,Продажа,Квартира,77:10:0002005:8323,"г. Москва, г. Зеленоград, Солнечная аллея, корп. 936, Этаж 8, кв. 135",,,,,,3,8,,81.7,17336740,212200.0,100000,173367,Открытый аукцион в электронной форме,2023-10-05,2023-11-09,2023-11-15,2023-11-17,2023-11-17,https://178fz.roseltorg.ru/#com/procedure/view/procedure/483114,,Пятницкое шоссе,65,6,8,26,16,2,,,https://investmoscow.ru/tenders/tender/19328500
#ГП16938340,Продажа,Квартира,77:10:0002005:8322,"г. Москва, г. Зеленоград, Солнечная аллея, корп. 936, Этаж 7, кв. 134",,,,,,3,7,,81.7,17336740,212200.0,100000,173367,Открытый аукцион в электронной форме,2023-10-05,2023-11-09,2023-11-15,2023-11-17,2023-11-17,https://178fz.roseltorg.ru/#com/procedure/view/procedure/483030,,Пятницкое шоссе,65,6,8,26,16,2,,,https://investmoscow.ru/tenders/tender/19328495
#ГП16938336,Продажа,Квартира,77:10:0002005:8293,"г. Москва, г. Зеленоград, Солнечная аллея, корп. 936, Этаж 14, кв. 108",,,,,,1,14,,41.2,9422440,228700.0,100000,94224,Открытый аукцион в электронной форме,2023-10-05,2023-11-09,2023-11-15,2023-11-17,2023-11-17,https://178fz.roseltorg.ru/#com/procedure/view/procedure/483080,,Пятницкое шоссе,65,6,8,26,16,2,,,https://investmoscow.ru/tenders/tender/19328463
#ГП16938334,Продажа,Квартира,77:10:0002005:8598,"г. Москва, г. Зеленоград, Солнечная аллея, корп. 936, Этаж 12, кв. 44",,,,,,3,12,,81.8,17529740,214300.0,100000,175297,Открытый аукцион в электронной форме,2023-10-05,2023-11-09,2023-11-15,2023-11-17,2023-11-17,https://178fz.roseltorg.ru/#com/procedure/view/procedure/483031,,Пятницкое шоссе,65,6,8,26,16,2,,,https://investmoscow.ru/tenders/tender/19328437
#ГП16938490,Продажа,Квартира,77:10:0002005:8354,"г. Москва, г. Зеленоград, Солнечная аллея, корп. 936, Этаж 2, кв. 163",,,,,,3,2,,74.5,15652450,210100.0,100000,156524,Открытый аукцион в электронной форме,2023-10-16,2023-11-16,2023-11-23,2023-11-27,2023-11-27,https://178fz.roseltorg.ru/#com/procedure/view/procedure/486477,,Пятницкое шоссе,65,6,8,26,16,2,,,https://investmoscow.ru/tenders/tender/19337231
#ГП16938489,Продажа,Квартира,77:10:0002005:8353,"г. Москва, г. Зеленоград, Солнечная аллея, корп. 936, Этаж 14, кв. 162",,,,,,3,14,,81.5,17465450,214300.0,100000,174654,Открытый аукцион в электронной форме,2023-10-16,2023-11-16,2023-11-23,2023-11-27,2023-11-27,https://178fz.roseltorg.ru/#com/procedure/view/procedure/486365,,Пятницкое шоссе,65,6,8,26,16,2,,,https://investmoscow.ru/tenders/tender/19337224
#ГП16938491,Продажа,Квартира,77:10:0002005:8423,"г. Москва, г. Зеленоград, Солнечная аллея, корп. 936, Этаж 14, кв. 225",,,,,,1,14,,41.1,9399570,228700.0,100000,93995,Открытый аукцион в электронной форме,2023-10-16,2023-11-16,2023-11-23,2023-11-27,2023-11-27,https://178fz.roseltorg.ru/#com/procedure/view/procedure/486364,,Пятницкое шоссе,65,6,8,26,16,2,,,https://investmoscow.ru/tenders/tender/19337239
#ГП16938488,Продажа,Квартира,77:10:0002005:8350,"г. Москва, г. Зеленоград, Солнечная аллея, корп. 936, Этаж 14, кв. 159",,,,,,3,14,,81.4,17444020,214300.0,100000,174440,Открытый аукцион в электронной форме,2023-10-16,2023-11-16,2023-11-23,2023-11-27,2023-11-27,https://178fz.roseltorg.ru/#com/procedure/view/procedure/486355,,Пятницкое шоссе,65,6,8,26,16,2,,,https://investmoscow.ru/tenders/tender/19337214
#ГП16938486,Продажа,Квартира,77:10:0002005:8341,"г. Москва, г. Зеленоград, Солнечная аллея, корп. 936, Этаж 12, кв. 151",,,,,,3,12,,81.5,17465450,214300.0,100000,174654,Открытый аукцион в электронной форме,2023-10-16,2023-11-16,2023-11-23,2023-11-27,2023-11-27,https://178fz.roseltorg.ru/#com/procedure/view/procedure/486479,,Пятницкое шоссе,65,6,8,26,16,2,,,https://investmoscow.ru/tenders/tender/19337181
#ГП16938487,Продажа,Квартира,77:10:0002005:8348,"г. Москва, г. Зеленоград, Солнечная аллея, корп. 936, Этаж 13, кв. 158",,,,,,3,13,,81.3,17422590,214300.0,100000,174225,Открытый аукцион в электронной форме,2023-10-16,2023-11-16,2023-11-23,2023-11-27,2023-11-27,https://178fz.roseltorg.ru/#com/procedure/view/procedure/486353,,Пятницкое шоссе,65,6,8,26,16,2,,,https://investmoscow.ru/tenders/tender/19337196
#ГП16938417,Продажа,Квартира,77:17:0110205:13806,"поселение Московский, город Московский, улица Москвитина, дом 1, корпус 1, Этаж №13, Квартира 76",,,,,,3,13,25,74.9,9998000,133484.65,499900,99980,Открытый аукцион в электронной форме,2023-10-05,2023-11-10,2023-11-17,2023-11-21,2023-11-21,https://www.roseltorg.ru/procedure/21000005000000015794,https://torgi.gov.ru/new/public/notices/view/21000005000000015794,Филатов луг,65,12,4,50,18,1,,,https://investmoscow.ru/tenders/tender/19332213
#ГП16936349,Продажа,Квартира,77:10:0006008:7320,"город Зеленоград, корпус 2044, Этаж № 8, квартира № 86",,,,,,4,8,9,93.6,13035000,139262.82,651750,130350,Открытый аукцион в электронной форме,2023-10-05,2023-11-10,2023-11-17,2023-11-21,2023-11-21,https://www.roseltorg.ru/procedure/21000005000000015771,https://torgi.gov.ru/new/public/notices/view/21000005000000015771,Ховрино,38,1,2,21,5,3,,,https://investmoscow.ru/tenders/tender/19327199
#ГП16938478,Продажа,Квартира,77:05:0007005:5342,"Кировоградская улица, дом 32, корпус 3, этаж 6, квартира 118",,,,,,2,6,12,44.3,9969000,225033.86,498450,99690,Открытый аукцион в электронной форме,2023-10-16,2023-11-16,2023-11-21,2023-11-23,2023-11-23,https://www.roseltorg.ru/procedure/21000005000000016029,https://torgi.gov.ru/new/public/notices/view/21000005000000016029,Пражская,71,12,6,27,39,,,,https://investmoscow.ru/tenders/tender/19347808
#ГП16938479,Продажа,Квартира,77:04:0004019:19425,"Новочеркасский бульвар, дом 30, этаж 10, квартира 102",,,,,,2,10,16,50.6,10605000,209584.98,530250,106050,Открытый аукцион в электронной форме,2023-10-16,2023-11-16,2023-11-21,2023-11-23,2023-11-23,,,Марьино,54,16,5,25,18,,,,https://investmoscow.ru/tenders/tender/19347915
#ГП16938462,Продажа,Квартира,77:09:0002018:1674,"Талдомская улица, дом 15, этаж 7, квартира 45",,,,,,1,7,12,34.6,7742000,223757.23,387100,77420,Открытый аукцион в электронной форме,2023-10-16,2023-11-16,2023-11-21,2023-11-23,2023-11-23,https://www.roseltorg.ru/procedure/21000005000000016033,https://torgi.gov.ru/new/public/notices/view/21000005000000016033,Селигерская,95,12,6,14,55,3,,,https://investmoscow.ru/tenders/tender/19346841
#ГП16938474,Продажа,Квартира,77:03:0003016:5147,"Большая Черкизовская улица, дом 6, корпус 7, этаж 8, квартира 58",,,,,,2,8,12,38.2,8724000,228376.96,436200,87240,Открытый аукцион в электронной форме,2023-10-16,2023-11-16,2023-11-21,2023-11-23,2023-11-23,https://www.roseltorg.ru/procedure/21000005000000016035,https://torgi.gov.ru/new/public/notices/view/21000005000000016035,Преображенская площадь,116,24,3,17,31,1,,,https://investmoscow.ru/tenders/tender/19347386
#ГП16938473,Продажа,Квартира,77:01:0006040:1912,"Волгоградский проспект, дом 1, строение 1, этаж 4, квартира 183",,,,,,1,4,13,26.5,8484000,320150.94,424200,84840,Открытый аукцион в электронной форме,2023-10-16,2023-11-16,2023-11-21,2023-11-23,2023-11-23,https://www.roseltorg.ru/procedure/21000005000000016031,https://torgi.gov.ru/new/public/notices/view/21000005000000016031,Пролетарская,180,32,15,11,45,2,,,https://investmoscow.ru/tenders/tender/19347276
#ГП16914732,Продажа,Квартира,77:08:0003007:2294,"улица Героев Панфиловцев, дом 3, корпус 1, этаж 3, квартира 401",,,,,,2,3,9,45.9,9550000,208061.0,477500,95500,Открытый аукцион в электронной форме,2023-10-16,2023-11-16,2023-11-21,2023-11-23,2023-11-23,https://www.roseltorg.ru/procedure/21000005000000016034,https://torgi.gov.ru/new/public/notices/view/21000005000000016034,Сходненская,124,14,5,15,37,5,,,https://investmoscow.ru/tenders/tender/19346587
#ГП16938470,Продажа,Квартира,77:04:0004019:4317,"улица Маршала Голованова, дом 11, этаж 9, квартира 439",,,,,,1,9,17,38.1,8293000,217664.04,414650,82930,Открытый аукцион в электронной форме,2023-10-16,2023-11-16,2023-11-21,2023-11-23,2023-11-23,https://www.roseltorg.ru/procedure/21000005000000016030,https://torgi.gov.ru/new/public/notices/view/21000005000000016030,Марьино,66,14,3,30,27,1,,,https://investmoscow.ru/tenders/tender/19347233
#ГП16938191,Продажа,Квартира,77:10:0002006:4906,"город Зеленоград, корпус 848, Этаж №5, кв. 27",,,,,,2,5,19,56.1,8434000,150338.68,421700,84340,Открытый аукцион в электронной форме,2023-09-28,2023-10-31,2023-11-02,2023-11-07,2023-11-07,https://www.roseltorg.ru/procedure/21000005000000015639,https://torgi.gov.ru/new/public/notices/view/21000005000000015639,Планерная,67,5,3,30,16,2,,,https://investmoscow.ru/tenders/tender/19321398
#ГП16938247,Продажа,Квартира,77:06:0008005:5997,"г. Москва, ул. Введенского, дом 13В, Этаж 4, кв. 24",,,,,,1,4,,39.4,10988660,278900.0,100000,109886,Открытый аукцион в электронной форме,2023-10-04,2023-11-08,2023-11-14,2023-11-16,2023-11-16,https://178fz.roseltorg.ru/#com/procedure/view/procedure/482418,,Беляево,64,10,5,11,10,5,,,https://investmoscow.ru/tenders/tender/19323737
#ГП16938325,Продажа,Квартира,77:10:0002005:8393,"г. Москва, г. Зеленоград, Солнечная аллея, корп. 936, Этаж 2, кв. 1",,,,,,3,2,,74.2,15589420,210100.0,100000,155894,Открытый аукцион в электронной форме,2023-10-05,2023-11-09,2023-11-15,2023-11-17,2023-11-17,https://178fz.roseltorg.ru/#com/procedure/view/procedure/482563,,Пятницкое шоссе,65,6,8,26,16,2,,,https://investmoscow.ru/tenders/tender/19327621
