addr_winner,addr_norm,qty_rooms,addr_floor,total_floors,obj_square,price,price_m2,date,is_active,seller_name,exposition_days,metro_station_winner,metro_minutes_winner
"ЖК ""Молжаниново""",,1,8,18,36.1,8399000,232659.0,2023-11-20,0,"Агентство Этажи Москва, Агент Басова Басова Екатерина Евгеньевна, CIAN ID 97330753",18,Новоподрезково м. (МЦД-3),6
"Ленинградское ш., 228к6",,1,6,15,42.2,10725932,254169.0,2023-11-20,0,"Застройщик ДСК-1, CIAN ID 18400648",9,,-1
ЖК «Нагатино Ай-Ленд»,,2,23,35,72.6,33867950,466501.0,2023-11-20,0,"Застройщик Группа Эталон, CIAN ID 100103053",19,Технопарк м.,6
"ЖК ""Хай Лайф""",,2,21,24,50.2,38097181,758908.0,2023-11-20,0,"Застройщик Компания Пионер, CIAN ID 106311997",7,Павелецкая м.,9
"Болотниковская ул., 42К3",,1,1,9,16.0,5490000,343125.0,2023-11-20,0,"Агентство Этажи Москва, Агент Кузьмичева Светлана Андреевна, CIAN ID 109806053",7,,-1
"Береговой пр-д, 2",,2,8,16,90.2,38264193,424215.0,2023-11-20,0,"Застройщик Главстрой, CIAN ID 99645613",8,,-1
"Красногвардейский 1-й пр-д, 21с2",,3,40,85,196.0,95000000,484694.0,2023-11-20,0,"Агентство Mercury, CIAN ID 44271142",12,Международная м.,3
"Авиационная ул., 77К1",,3,39,40,150.0,100000000,666667.0,2023-11-20,0,"Агентство Point Estate Город, Агент Екатерина Поликарпова, CIAN ID 90849789",24,Щукинская м.,14
"Новопесчаная ул., 23К7",,3,4,7,110.0,41500000,377273.0,2023-11-20,0,CIAN ID 12428270,50,Зорге м. (МЦК),8
"Севанская ул., 17",,3,4,9,63.5,13800000,217323.0,2023-11-20,0,"Агентство Этажи Москва, Агент Широких Виктория Борисовна, CIAN ID 106201862",25,,-1
"ЖК ""Parkside (Парксайд)""",,1,11,23,42.7,12391133,290190.0,2023-11-20,0,"Консультант Циан, CIAN ID 52395145",11,,-1
"Шелепихинская наб., 40к1",,3,28,43,65.8,34064232,517693.0,2023-11-20,0,"Застройщик ГК ФСК, CIAN ID 18400645",61,,-1
"ЖК ""Сиреневый парк""",,3,5,24,78.1,17900000,229193.0,2023-11-20,0,"Агентство Макспол Парк Культуры, Агент Виктория Чернышкова, CIAN ID 106017410",12,,-1
"Лихачёва просп., 18к3",,3,2,6,70.8,39000000,550847.0,2023-11-20,0,"Агентство Монолит Столица, Агент Нина Серкова, CIAN ID 59686387",6,Технопарк м.,14
"Газгольдерная ул., 8",,1,12,31,42.5,13800000,324706.0,2023-11-20,0,"Агентство Этажи Москва, Агент Новикова Юлия Викторовна, CIAN ID 97104350",25,Нижегородская м.,9
"Дубнинская ул., 22К1",,3,4,12,64.0,14150000,221094.0,2023-11-20,0,CIAN ID 13649624,26,Дегунино метро (МЦД-1),12
"Авиационная ул., 79Б",,4,16,31,170.0,99999900,588235.0,2023-11-20,0,"Агентство ГОРОДА, Агент Владислав Соколовский, CIAN ID 104706397",23,,-1
"Мира просп., 95",,3,12,15,123.8,50000000,403877.0,2023-11-20,0,"Агентство Элитная недвижимость Москвы, Агент Георгий Рогов, CIAN ID 106224466",33,Алексеевская м.,4
"Озерная ул., 42С7",,3,11,30,67.7,22290000,329247.0,2023-11-20,0,"Застройщик ГК Страна Девелопмент, CIAN ID 103719092",17,Озерная м.,8
"Корнейчука ул., 36А",,5,1,12,100.8,19500000,193452.0,2023-11-20,0,CIAN ID 9816856,13,,-1
"ЖК ""Интеллигент""",,2,11,28,40.4,15838416,392040.0,2023-11-20,0,"Консультант Циан, CIAN ID 52395145",61,Электрозаводская м.,1
"Садовническая ул., 80",,3,2,5,154.0,100000000,649351.0,2023-11-20,0,"Агентство ГОРОБМЕН, Агент АННА НУРМАНОВА, CIAN ID 108468114",34,Павелецкая м.,12
"Озерная ул., 42С7",,1,11,30,28.3,12590000,444876.0,2023-11-20,0,"Застройщик ГК Страна Девелопмент, CIAN ID 103719092",6,Озерная м.,8
"Московский г., Первый Московский мкр, Москвитина ул., 9к2",,3,14,25,80.0,24000000,300000.0,2023-11-20,0,"Собственник, CIAN ID 73156938",6,,-1
"Шелепихинская наб., 40к2",,3,3,8,68.9,32900000,477504.0,2023-11-20,0,"Агентство EstateLiga, Агент Анастасия Фролова, CIAN ID 108719733",6,,-1
Марьино пос.,,1,3,23,36.9,6074847,164630.0,2023-11-20,0,CIAN ID 109896759,6,,-1
"ЖК ""Foriver""",,3,4,19,82.2,36900000,448905.0,2023-11-20,0,"Агентство Этажи Москва, Агент Мосин Станислав Николаевич, CIAN ID 52319114",19,,-1
"Мичуринский просп., 54к5",,1,1,5,17.6,6999000,397670.0,2023-11-20,0,"Агентство Этажи Москва, Агент Ултургашева Диана Валерьевна, CIAN ID 98502477",25,Раменки м.,9
"Поварская ул., 8/1к1",,0,5,6,187.0,224500000,1200535.0,2023-11-20,0,"Агентство SKOLKOVO НЕДВИЖИМОСТЬ, Агент Алёна Рехтина, CIAN ID 702489",66,Арбатская м.,6
"Радиальная 6-я ул., 7/6к2",,1,11,18,37.0,9500000,256757.0,2023-11-20,0,"Собственник, CIAN ID 101764027",6,,-1
"Чертановская ул., 9К4",,6,21,22,140.0,45000000,321429.0,2023-11-20,0,CIAN ID 13350229,8,Южная м.,9
"ЖК ""Level Мичуринский""",,3,16,48,72.2,25049798,346950.0,2023-11-20,0,"Застройщик Level Group, CIAN ID 92927875",7,Очаково м. (МЦД-4),15
"Делегатская ул., 9С1",,3,11,15,76.0,30000000,394737.0,2023-11-20,0,CIAN ID 31052,13,Цветной бульвар м.,10
"ЖК ""Стеллар Сити""",,2,6,19,45.4,11066250,243750.0,2023-11-20,0,"Застройщик Ташир, CIAN ID 13669400",6,,-1
"Врубеля ул., 4к1",,3,9,12,119.0,64500000,542017.0,2023-11-20,0,"Агент Вячеслав Мязин, CIAN ID 525716",36,Сокол м.,13
ЖК «Нагатино Ай-Ленд»,,1,4,21,26.8,14990000,559328.0,2023-11-20,0,"Собственник, CIAN ID 105944802",6,Технопарк м.,6
"Филимонковское поселение, Золотошвейная ул., 3",,1,7,9,30.8,5650000,183442.0,2023-11-20,0,"Агентство EstateLiga, Агент Дмитрий Христя, CIAN ID 77624677",34,,-1
"Ильменский пр-д, 10С1А",,2,28,31,40.1,12860867,320720.0,2023-11-20,0,"Застройщик Level Group, CIAN ID 92974595",6,Селигерская м.,13
"ЖК ""Стеллар Сити""",,3,14,19,94.7,23769700,251000.0,2023-11-20,0,"Застройщик Ташир, CIAN ID 13669400",6,,-1
"Усачева ул., 15А",,4,6,8,196.6,314576000,1600081.0,2023-11-20,0,"Агентство САДОВЫЕ КВАРТАЛЫ. Офис продаж, Агент Артем Иванов, CIAN ID 97289125",166,Спортивная м.,6
"ЖК ""Событие""",,2,9,49,76.0,30051616,395416.0,2023-11-20,0,"Застройщик ДОНСТРОЙ, CIAN ID 92488567",11,Мичуринский проспект м.,14
"ЖК ""Стеллар Сити""",,3,10,19,94.0,23218000,247000.0,2023-11-20,0,"Застройщик Ташир, CIAN ID 13669400",6,,-1
"ЖК ""Новое Очаково""",,2,33,33,52.2,18957626,363173.0,2023-11-20,0,"Застройщик ПИК, CIAN ID 9992698",6,,-1
"Красноярская ул., 17",,3,4,9,60.0,12200000,203333.0,2023-11-20,0,CIAN ID 44809979,21,,-1
"ЖК ""Foriver""",,2,10,19,52.9,26000000,491493.0,2023-11-20,0,"Агент Анна Смирнова, CIAN ID 57851332",94,Автозаводская м.,12
"Мякинино пос., Мякининская 5-я ул., 20",,4,10,10,230.5,56607708,245587.0,2023-11-20,0,"Застройщик СЗ Универсаль, CIAN ID 102551347",6,,-1
"Шелепихинская наб., 34к7",,1,30,42,45.8,21500000,469432.0,2023-11-20,0,"Собственник, CIAN ID 93914205",6,Шелепиха м.,14
"Академика Павлова ул., 56",,1,27,33,23.4,12383079,529191.0,2023-11-20,0,"Застройщик ПИК, CIAN ID 9992698",16,Крылатское м.,10
"Рязановское поселение, Уточкина ул., 5к2",,2,9,13,53.4,17680000,331086.0,2023-11-20,0,CIAN ID 81725800,34,,-1
"Десеновское поселение, Новые Ватутинки Центральный мкр, Нововатутинская 3-я ул., 4",,1,3,16,28.0,7800000,278571.0,2023-11-20,0,"Собственник, CIAN ID 86151615",18,,-1
"Мякинино пос., Мякининская 5-я ул., 20",,3,5,8,100.0,29997000,299970.0,2023-11-20,0,"Застройщик СЗ Универсаль, CIAN ID 102551347",6,,-1
"Усачева ул., 15А",,6,6,8,370.0,592000000,1600000.0,2023-11-20,0,"Агентство САДОВЫЕ КВАРТАЛЫ. Офис продаж, Агент Артем Иванов, CIAN ID 97289125",192,Спортивная м.,6
"ЖК ""Стеллар Сити""",,1,3,19,41.0,9870750,240750.0,2023-11-20,0,"Застройщик Ташир, CIAN ID 13669400",6,,-1
"Петра Алексеева ул., 14",,3,25,29,116.6,46304775,397125.0,2023-11-20,0,"Застройщик ГК Инград, CIAN ID 98438794",75,,-1
"Шарикоподшипниковская ул., 11С6",,1,27,30,25.8,13849925,536819.0,2023-11-20,0,"Консультант Циан, CIAN ID 52395145",20,Дубровка м.,3
"Крекшино д., Медовая Долина ул., 7к2",,1,5,7,28.4,6900000,242958.0,2023-11-20,0,CIAN ID 291529,10,Санино м. (МЦД-4),5
"Кисловский Нижний пер., 8/2С2",,6,2,5,177.0,70000000,395480.0,2023-11-20,0,CIAN ID 32052115,33,Арбатская м.,5
"Краснопрудная ул., 22А",,1,4,5,16.8,6300000,375000.0,2023-11-20,0,"Агент Татьяна Щербакова, CIAN ID 73587501",12,Красносельская м.,3
"ЖК ""Дмитровское небо""",,2,19,32,54.4,18960929,348546.0,2023-11-20,0,"Застройщик Группа ЛСР, CIAN ID 108286368",22,Верхние Лихоборы м.,8
"ЖК ""Стеллар Сити""",,1,11,19,41.2,10413300,252750.0,2023-11-20,0,"Застройщик Ташир, CIAN ID 13669400",6,,-1
"ЖК ""Стеллар Сити""",,3,2,19,71.7,16365525,228250.0,2023-11-20,0,"Застройщик Ташир, CIAN ID 13669400",6,,-1
"Тессинский пер., 3",,3,5,8,135.0,140000000,1037037.0,2023-11-20,0,CIAN ID 109465586,19,Чкаловская м.,13
"ЖК ""Стеллар Сити""",,2,3,19,61.2,14733900,240750.0,2023-11-20,0,"Застройщик Ташир, CIAN ID 13669400",6,,-1
"Волоколамское ш., 81/2с2",,1,5,25,23.2,10900000,469828.0,2023-11-20,0,"Частный маклер Нина Смирнова, CIAN ID 7346021",35,,-1
"Шелепихинская наб., 42к3",,1,19,36,22.0,14500000,659091.0,2023-11-20,0,CIAN ID 7195744,19,,-1
"Прокшино д., ЖК ""Прокшино""",,3,14,16,61.1,15507175,253800.0,2023-11-20,0,"Застройщик А101, CIAN ID 51527448",6,Прокшино м.,13
"Силикатный 2-й пр-д, 14К5С2",,2,23,28,44.7,18966210,424300.0,2023-11-20,0,"Застройщик ГК Основа, CIAN ID 102163700",6,,-1
"ЖК ""Светлый мир Станция Л""",,1,2,25,28.3,9000000,318021.0,2023-11-20,0,CIAN ID 21105023,34,,-1
"Мякинино пос., Мякининская 5-я ул., 20",,3,6,8,80.9,25284375,312539.0,2023-11-20,0,"Застройщик СЗ Универсаль, CIAN ID 102551347",6,,-1
"Духовской пер., 19с2",,1,11,11,26.0,15000000,576923.0,2023-11-20,0,"Собственник, CIAN ID 12546464",73,Тульская м.,12
"Варшавское ш., 125С1",,1,3,6,32.0,6400000,200000.0,2023-11-20,0,"Агентство Этажи Москва, Агент Степанова Елена Васильевна, CIAN ID 108638256",25,,-1
"Мякинино пос., Мякининская 5-я ул., 20",,2,2,9,41.2,10850000,263350.0,2023-11-20,0,"Застройщик СЗ Универсаль, CIAN ID 102551347",6,,-1
"Старокрымская ул., 15К1",,3,3,23,103.1,38000000,368574.0,2023-11-20,0,CIAN ID 11693209,33,,-1
"Анатолия Живова ул., 8",,3,1,6,67.8,26000000,383481.0,2023-11-20,0,"Агентство Этажи Москва, Агент Юдина Елена Геннадьевна, CIAN ID 49843199",14,Улица 1905 года м.,11
"ЖК ""Лучи""",,1,13,24,21.6,8300000,384259.0,2023-11-20,0,"Агент Оксана Серикова, CIAN ID 116782",34,Солнцево м.,9
"Масловка Нижняя ул., 14",,3,5,9,48.9,14950000,305726.0,2023-11-20,0,CIAN ID 325834,35,Савеловская м.,9
"Ельнинская ул., 19",,2,1,12,35.5,13500000,380282.0,2023-11-20,0,"Агентство Городская недвижимость., CIAN ID 201562",6,Молодежная м.,2
"Десеновское поселение, Гренадерская ул., 9к2",,1,11,15,30.6,7300000,238562.0,2023-11-20,0,"Агентство Jcat, Агент Jcat, CIAN ID 108924789",33,,-1
"Маршала Жукова просп., 76к2",,6,15,16,280.0,67500000,241071.0,2023-11-20,0,"Агентство ZAPAD REALTY - офис Маршала Жукова, Агент Мария Паниковская, CIAN ID 62197648",97,,-1
"Коммунарка пос., Потаповская Роща ул., 26к3",,1,13,15,41.0,11865000,289390.0,2023-11-20,0,"Агентство МИЭЛЬ, МИЭЛЬ Офис Сущевский Отдел продаж 2, CIAN ID 92218467",6,,-1
"Мякинино пос., Мякининская 5-я ул., 20",,3,3,8,132.9,29826000,224424.0,2023-11-20,0,"Застройщик СЗ Универсаль, CIAN ID 102551347",6,,-1
"Центросоюзный пер., 13С2",,1,1,4,22.0,6750000,306818.0,2023-11-20,0,"Агент Владимир Литусов, CIAN ID 96413793",49,Бауманская м.,12
"ЖК ""Стеллар Сити""",,1,6,19,41.0,9993750,243750.0,2023-11-20,0,"Застройщик Ташир, CIAN ID 13669400",6,,-1
"Костякова ул., 2/6",,2,1,9,44.5,12950000,291011.0,2023-11-20,0,"Агентство Homeapp, Агент Ольга Колядина, CIAN ID 90267938",12,Дмитровская м.,3
"Бутиковский пер., 5",,5,5,6,431.0,802113300,1861052.0,2023-11-20,0,"Агентство Delight Realty, Агент Ольга Исаева, CIAN ID 38686812",190,Кропоткинская м.,11
"Мякинино пос., Мякининская 5-я ул., 20",,3,10,10,72.6,20718624,285380.0,2023-11-20,0,"Застройщик СЗ Универсаль, CIAN ID 102551347",6,,-1
"ЖК ""Эвер""",,2,3,34,41.3,18176130,440100.0,2023-11-20,0,CIAN ID 39404589,61,Калужская м.,8
