adm_area,mun_district,gkh_address,gkh_total_floors,is_total_floors_variable,geo_lat,geo_lon,overlap_material,skeleton,wall_material,category,residents_qty,construction_year,ceiling_height,passenger_elevators_qty,condition,gkh_metro_station,metro_km,metro_min,gkh_cadastr_num,code_KLADR,global_repair_date,is_renov,renov_period,building_page_url,addr_winner
Западный,Кунцево,"г. москва, ул. молодогвардейская, д. 22, к. 1",12.0,,55.73431,37.42058,Железобетонные,Блочный,Крупноблочные,муниципальный,165.0,1965.0,250.0,2.0,Исправный,Молодежная,0.8,12.0,77:07:0004004:1033,7.70000000001891e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=18849,"молодогвардейская ул., 22к1"
Северо-Западный,Хорошево-Мневники,"г. москва, ул. маршала тухачевского, д. 32, к. 2",16.0,,55.78605,37.47269,железобетонные,Панельный,Крупнопанельные,муниципальный,1806.0,1977.0,264.0,1.0,Исправный,Народное Ополчение,1.45,22.0,77:08:0010003:1030,7.7000000000295e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=41037,"маршала тухачевского ул., 32к2"
Восточный,Измайлово Северное,"г. москва, ул. никитинская, д. 31",5.0,,55.80534,37.77304,железобетонные,Кирпичный,Кирпичные,муниципальный,130.0,1961.0,248.0,,Исправный,Щелковская,1.75,26.0,77:03:0005002:1032,7.7000000000199e+16,,1.0,2029-2032,https://flatinfo.ru/h_info1.asp?hid=47221,"никитинская ул., 31"
Южный,Орехово-Борисово Северное,"г. москва, ул. шипиловская, д. 6, к. 2",9.0,,55.61634,37.699729999999995,Железобетонные,Панельный,Крупнопанельные,муниципальный,1001.0,1974.0,264.0,1.0,Исправный,Орехово,0.45,7.0,77:05:0011002:1063,7.70000000000529e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=6385,"шипиловская ул., 6к2"
Западный,Раменки,"г. москва, ул. винницкая, д. 9",9.0,,55.69846,37.492740000000005,железобетонные,Панельный,Крупнопанельные,муниципальный,445.0,1970.0,264.0,1.0,Исправный,Раменки,0.4,6.0,77:07:0013003:1057,7.70000000000969e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=70086,"винницкая ул., 9"
Юго-Западный,Теплый Стан,"г. москва, ул. профсоюзная, д. 140, к. 2",9.0,,55.627869999999994,37.508340000000004,Железобетонные,Панельный,Крупнопанельные,ЖСК - жилищно-строительные кооперативы,622.0,1972.0,264.0,1.0,Исправный,Коньково,0.95,15.0,77:06:0007003:1041,7.70000000002392e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=5132,"профсоюзная ул., 140к2"
Восточный,Гольяново,"г. москва, ул. амурская, д. 40",5.0,,55.81273,37.78178,Железобетонные,Кирпичный,Кирпичные,муниципальный,172.0,1965.0,248.0,,Исправный,Щелковская,1.15,18.0,77:03:0002014:1010,7.70000000000742e+16,,1.0,2020-2024,https://flatinfo.ru/h_info1.asp?hid=53323,"амурская ул., 40"
Юго-Западный,Бутово Южное,"г. москва, ул. южнобутовская, д. 80, к. 1",10.0,,55.53519,37.51797,железобетонные,Панельный,Крупнопанельные,муниципальный,263.0,1999.0,260.0,1.0,Исправный,Бунинская аллея,0.35,6.0,77:06:0012007:1019,7.70000000003959e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=74500,"южнобутовская ул., 80к1"
Юго-Восточный,Печатники,"г. москва, ул. шоссейная, д. 26/10",12.0,,55.68478,37.72303,Железобетонные,Блочный,Крупноблочные,федеральный,430.0,1974.0,248.0,1.0,Исправный,Кубанская (Люблино),0.7,11.0,77:04:0003008:1050,7.70000000000228e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=15027,"шоссейная ул., 26/10"
Северо-Восточный,Лианозово,"г. москва, ул. абрамцевская, д. 9, к. 1",12.0,,55.90355,37.57225,Железобетонные,Панельный,Крупнопанельные,муниципальный,1729.0,1985.0,264.0,2.0,Исправный,Алтуфьево,1.2,18.0,77:02:0001009:1002,7.70000000000708e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=60653,"абрамцевская ул., 9к1"
Восточный,Гольяново,"г. москва, ул. хабаровская, д. 18, к. 1",9.0,,55.82475,37.82647,Железобетонные,Панельный,Крупнопанельные,муниципальный,711.0,1973.0,264.0,1.0,Исправный,Щелковская,2.45,37.0,77:03:0002019:1048,7.70000000007134e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=53872,"хабаровская ул., 18к1"
Северо-Восточный,Алексеевский,"г. москва, пер. рижский 1-й, д. 2, к. 4",5.0,,55.80901,37.65312,Железобетонные,Кирпичный,Кирпичные,муниципальный,168.0,1961.0,248.0,,Исправный,Алексеевская,0.95,14.0,77:02:0023014:1050,7.70000000002473e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=44551,"рижский 1-й пер., 2к4"
Южный,Орехово-Борисово Северное,"г. москва, б-р. ореховый, д. 25",12.0,,55.61316,37.72829,Железобетонные,Панельный,Крупнопанельные,муниципальный,1318.0,1975.0,264.0,1.0,Исправный,Домодедовская,0.65,10.0,77:05:0011005:1045,7.70000000000513e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=6680,"ореховый бул., 25"
Юго-Западный,Коньково,"г. москва, ул. профсоюзная, д. 101, к. 2",14.0,,55.63661,37.52402,железобетонные,Панельный,Крупноблочные,муниципальный,147.0,1972.0,264.0,2.0,Исправный,Коньково,0.5,8.0,77:06:0008006:1037,7.70000000002392e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=9814,"профсоюзная ул., 101к2"
Северный,Головинский,"г. москва, ул. лавочкина, д. 16, к. 2",14.0,,55.85175,37.50172,Железобетонные,Панельный,Крупноблочные,муниципальный,191.0,1974.0,264.0,2.0,Исправный,Водный Стадион,1.65,25.0,77:09:0001016:1041,7.70000000001662e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=55579,"лавочкина ул., 16к2"
Юго-Западный,Бутово Северное,"г. москва, ул. грина, д. 42",16.0,,55.569559999999996,37.5643,железобетонные,Панельный,Крупнопанельные,муниципальный,563.0,2001.0,270.0,2.0,Исправный,Бульвар Дмитрия Донского,0.8,12.0,77:06:0011003:1067,7.7000000000114e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=76456,"грина ул., 42"
Юго-Западный,Бутово Северное,"г. москва, ул. знаменские садки, д. 7, к. 2",17.0,,55.572219999999994,37.56875,железобетонные,Панельный,Крупнопанельные,ЖСК - жилищно-строительные кооперативы,856.0,1990.0,264.0,1.0,Исправный,Бульвар Дмитрия Донского,0.6,9.0,77:06:0011003:1028,7.70000000001346e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=2967,"знаменские садки ул., 7к2"
Восточный,Измайлово,"г. москва, ул. прядильная 3-я, д. 17",5.0,,55.797419999999995,37.78079,железобетонные,Кирпичный,Кирпичные,муниципальный,172.0,1958.0,265.0,1.0,Исправный,Измайловская,1.1,17.0,77:03:0005003:1103,7.70000000002401e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=47096,"прядильная 3-я ул., 17"
Южный,Орехово-Борисово Южное,"г. москва, проезд. гурьевский, д. 29, к. 1",17.0,,55.60868000000001,37.75694,железобетонные,Панельный,Крупнопанельные,ЖСК - жилищно-строительные кооперативы,,1986.0,264.0,1.0,Исправный,Зябликово,0.85,13.0,77:05:0011009:1025,7.70000000000478e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=6667,"гурьевский пр-д, 29к1"
Северо-Восточный,Лианозово,"г. москва, ул. псковская, д. 7, к. 1",19.0,1.0,55.904880000000006,37.55079,Железобетонные,Панельный,Крупнопанельные,муниципальный,813.0,2006.0,260.0,1.0,Исправный,Марк,0.8,12.0,77:02:0001003:1014,7.70000000002406e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=94706,"псковская ул., 7к1"
Северный,Войковский,"г. москва, проезд. войковский 5-й, д. 4",12.0,,55.81644,37.487840000000006,Железобетонные,Блочный,Крупноблочные,муниципальный,180.0,1969.0,250.0,2.0,Исправный,Стрешнево,0.35,5.0,77:09:0003017:1042,7.70000000000997e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=50093,"войковский 5-й пр-д, 4"
Юго-Западный,Черемушки,"г. москва, ул. архитектора власова, д. 19, к. 4",9.0,,55.67547,37.55203,железобетонные,Блочный,Крупноблочные,муниципальный,88.0,1963.0,250.0,1.0,Исправный,Новые Черёмушки,0.65,10.0,77:06:0003009:1016,7.70000000000978e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=70531,"архитектора власова ул., 19к4"
Западный,Можайский,"г. москва, ул. витебская, д. 6",5.0,,55.71383,37.40807,,Панельный,Крупнопанельные,муниципальный,210.0,1965.0,248.0,,Исправный,Сетунь,1.35,20.0,77:07:0008005:1033,7.70000000000973e+16,,1.0,2029-2032,https://flatinfo.ru/h_info1.asp?hid=18064,"витебская ул., 6"
Южный,Чертаново Центральное,"г. москва, ул. чертановская, д. 21, к. 2",9.0,,55.622009999999996,37.59695,Железобетонные,Панельный,Крупнопанельные,муниципальный,621.0,1970.0,264.0,1.0,Исправный,Южная,0.8,12.0,77:05:0007002:1077,7.70000000003103e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=5865,"чертановская ул., 21к2"
Западный,Новопеределкино,"г. москва, ш. боровское, д. 44",17.0,,55.63745,37.348279999999995,железобетонные,Панельный,Крупнопанельные,муниципальный,643.0,1989.0,264.0,1.0,Исправный,Рассказовка,0.95,15.0,77:07:0015005:1803,7.7000000000089e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=8731,"боровское ш., 44"
Южный,Даниловский,"г. москва, проезд. рощинский 4-й, д. 8, к. 2",5.0,,55.70949,37.60886,Железобетонные,Кирпичный,Кирпичные,муниципальный,171.0,1959.0,248.0,,Исправный,Тульская,0.9,13.0,77:05:0001011:1049,7.70000000002507e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=20716,"рощинский 4-й пр-д, 8к2"
Южный,Нагатино-Садовники,"г. москва, проезд. коломенский, д. 27, к. 2",9.0,,55.66865,37.65834,железобетонные,Кирпичный,Кирпичные,муниципальный,120.0,1963.0,250.0,1.0,Исправный,Коломенская,1.15,17.0,77:05:0004006:1082,7.70000000000498e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=14478,"коломенский пр-д, 27к2"
Северо-Восточный,Медведково Северное,"г. москва, проезд. шокальского, д. 57, к. 1",14.0,,55.88318,37.66236,Железобетонные,Панельный,Крупноблочные,муниципальный,200.0,1969.0,264.0,2.0,Исправный,Медведково,0.45,7.0,77:02:0004005:1003,7.70000000003159e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=71612,"шокальского пр-д, 57к1"
