addr_winner,addr_norm,qty_rooms,addr_floor,total_floors,obj_square,price,price_m2,date,is_active,seller_name,exposition_days,adm_area,mun_district,gkh_address,gkh_total_floors,is_total_floors_variable,geo_lat,geo_lon,overlap_material,skeleton,wall_material,category,residents_qty,construction_year,ceiling_height,passenger_elevators_qty,condition,gkh_metro_station,metro_km,metro_min,gkh_cadastr_num,code_KLADR,global_repair_date,is_renov,renov_period,building_page_url
"челюскинская ул., 12","г. москва, ул. челюскинская, д. 12",3,5,14.0,63.2,15500000,245253.0,2023-11-08,0,"Собственник, CIAN ID 102467422",92,Северо-Восточный,Лосиноостровский,"г. москва, ул. челюскинская, д. 12",14.0,0.0,55.88314,37.70745,Железобетонные,Панельный,Крупноблочные,муниципальный,348.0,1971.0,264.0,2.0,Исправный,Медведково,3.0,45.0,77:02:0010005:1030,7.70000000003079e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=61343
"плавский пр-д, 2","г. москва, проезд. плавский, д. 2",3,4,14.0,80.2,15500000,193267.0,2023-11-08,0,"Агентство RED, Агент Юлия Барамыкова, CIAN ID 40952487",11,Юго-Западный,Бутово Южное,"г. москва, проезд. плавский, д. 2",14.0,0.0,55.55009,37.53367,железобетонные,Панельный,Крупнопанельные,муниципальный,610.0,2002.0,264.0,1.0,Исправный,Бульвар Ушакова Адмирала,0.8,12.0,77:06:0012003:1067,7.7000000000451e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=77532
"феодосийская ул., 2","г. москва, ул. феодосийская, д. 2",3,6,9.0,62.0,13500000,217742.0,2023-11-08,0,"Агентство МИЭЛЬ, МИЭЛЬ офис Андреевка, CIAN ID 80821135",54,Юго-Западный,Бутово Северное,"г. москва, ул. феодосийская, д. 2",9.0,0.0,55.56405,37.57966,железобетонные,Панельный,Крупнопанельные,муниципальный,589.0,1982.0,251.0,1.0,Исправный,Улица Старокачаловская,0.65,10.0,77:06:0011006:1011,7.70000000002986e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=2875
"энтузиастов ш., 1к2","г. москва, ш. энтузиастов, д. 1, к. 2",3,10,12.0,83.0,33100000,398795.0,2023-11-08,0,"Агент Татьяна Зрелова, CIAN ID 165146",67,Юго-Восточный,Лефортово,"г. москва, ш. энтузиастов, д. 1, к. 2",12.0,1.0,55.74823000000001,37.68842,Железобетонные,Монолитный,Бетонные,Нет данных,-1.0,2019.0,-1.0,2.0,Исправный,Москва Товарная,0.3,5.0,77:04:0001009:7083,7.7000000000033e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=342505
"академическая большая ул., 15к1","г. москва, ул. академическая б., д. 15, к. 1",3,5,14.0,96.3,33000000,342679.0,2023-11-08,0,"Частный маклер Анна Виноградова, CIAN ID 12455123",64,Северный,Коптево,"г. москва, ул. академическая б., д. 15, к. 1",14.0,0.0,55.82375,37.52733,Железобетонные,Кирпичный,Железобетонные Монолитные,федеральный,-1.0,1999.0,305.0,1.0,Исправный,Красный Балтиец,1.05,16.0,77:09:0003019:1017,7.70000000000723e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=50251
"гжатская ул., 5к3","г. москва, ул. гжатская, д. 5, к. 3",3,10,23.0,84.7,44500000,525384.0,2023-11-08,0,"Агентство Faigenbaum Real Estate, CIAN ID 105036353",9,Западный,Можайский,"г. москва, ул. гжатская, д. 5, к. 3",23.0,0.0,55.7136,37.43504,Нет данных,Монолитный,Нет данных,Нет данных,-1.0,2019.0,-1.0,3.0,Нет данных,Давыдково,1.1,17.0,77:07:0008006:9420,Нет данных,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=335265
"генерала белова ул., 28к1","г. москва, ул. генерала белова, д. 28, к. 1",3,2,25.0,75.8,29400000,387863.0,2023-11-08,0,"Агентство KINS Group, CIAN ID 26911",36,Южный,Орехово-Борисово Южное,"г. москва, ул. генерала белова, д. 28, к. 1",25.0,1.0,55.60554000000001,37.72451,Железобетонные,Панельный,Железобетонные,Нет данных,-1.0,2018.0,270.0,2.0,Исправный,Домодедовская,0.7,11.0,77:05:0011006:9664,7.70000000000468e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=332822
"кутузовский просп., 24","г. москва, пр-кт. кутузовский, д. 24",3,8,10.0,100.0,35900000,359000.0,2023-11-08,0,"Агентство Московские Огни, CIAN ID 298925",19,Западный,Дорогомилово,"г. москва, пр-кт. кутузовский, д. 24",10.0,1.0,55.74538,37.54565,железобетонные,Кирпичный,Кирпичные,муниципальный,1095.0,1944.0,280.0,1.0,Исправный,Выставочная,0.55,8.0,77:07:0007001:1071,7.700000000072e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=27812
"судостроительная ул., 45","г. москва, ул. судостроительная, д. 45",3,1,9.0,69.0,16850000,244203.0,2023-11-08,0,"Агентство Владис, Агент Андрей Богомолов, CIAN ID 89000998",25,Южный,Нагатинский Затон,"г. москва, ул. судостроительная, д. 45",9.0,0.0,55.6869,37.68953,железобетонные,Панельный,Крупноблочные,муниципальный,694.0,1970.0,260.0,1.0,Исправный,Нагатинский Затон,1.0,15.0,77:05:0004009:1030,7.70000000002825e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=14892
"серебрякова пр-д, 11к1","г. москва, проезд. серебрякова, д. 11, к. 1",3,6,20.0,85.6,42000000,490654.0,2023-11-08,0,"Собственник, CIAN ID 65195475",35,Северо-Восточный,Свиблово,"г. москва, проезд. серебрякова, д. 11, к. 1",20.0,0.0,55.848180000000006,37.65001,Нет данных,Нет данных,Нет данных,Нет данных,-1.0,2019.0,-1.0,-1.0,Нет данных,Свиблово,0.85,13.0,Нет данных,Нет данных,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=308427
"ленинградский просп., 37/6","г. москва, пр-кт. ленинградский, д. 37/6",3,13,41.0,66.3,49900000,752640.0,2023-11-08,0,"Агентство ILIAZ AND PARTNERS, CIAN ID 675264",66,Северный,Беговой,"г. москва, пр-кт. ленинградский, д. 37/6",41.0,1.0,55.7943,37.54196,Нет данных,Монолитный,Нет данных,Нет данных,-1.0,2020.0,-1.0,-1.0,Нет данных,Аэропорт,0.95,15.0,77:09:0005008:8312,Нет данных,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=335528
"волгоградский просп., 32/3к4","г. москва, пр-кт. волгоградский, д. 32/3, к. 4",3,10,30.0,71.0,23500000,330986.0,2023-11-08,0,"Агентство БЕСТ-Недвижимость на Баррикадной, Агент Максим Сергеев, CIAN ID 95467791",7,Юго-Восточный,Южнопортовый,"г. москва, пр-кт. волгоградский, д. 32/3, к. 4",30.0,0.0,55.72068,37.69346,Нет данных,Монолитный,Нет данных,Нет данных,-1.0,2021.0,-1.0,-1.0,Нет данных,Угрешская,0.35,5.0,77:04:0001018:14793,Нет данных,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=335425
"милашенкова ул., 7к1","г. москва, ул. милашенкова, д. 7, к. 1",3,3,14.0,76.0,21000000,276316.0,2023-11-08,0,"Частный маклер Анна Моганова, CIAN ID 8746",7,Северо-Восточный,Бутырский,"г. москва, ул. милашенкова, д. 7, к. 1",14.0,0.0,55.82368,37.58539,Железобетонные,Панельный,Бетонные,Нет данных,300.0,2012.0,275.0,2.0,Исправный,Фонвизинская,0.2,3.0,77:02:0020003:5315,7.70000000001851e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=230351
"трофимова ул., 2/1","г. москва, ул. трофимова, д. 2/1",3,9,9.0,83.0,20000000,240964.0,2023-11-08,0,CIAN ID 18720981,31,Южный,Даниловский,"г. москва, ул. трофимова, д. 2/1",9.0,0.0,55.70275,37.66038,Железобетонные,Кирпичный,Кирпичные,муниципальный,798.0,1960.0,280.0,1.0,Исправный,Автозаводская,0.55,8.0,77:05:0002006:1026,7.70000000000221e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=23524
"адмирала лазарева ул., 58","г. москва, ул. адмирала лазарева, д. 58",3,10,14.0,72.5,16950000,233793.0,2023-11-08,0,"Агентство Родная земля, Агент Анна Корнеева, CIAN ID 13750529",28,Юго-Западный,Бутово Южное,"г. москва, ул. адмирала лазарева, д. 58",14.0,0.0,55.54131999999999,37.51154,железобетонные,Панельный,Крупнопанельные,муниципальный,826.0,2000.0,264.0,1.0,Исправный,Бунинская аллея,0.5,7.0,77:06:0012009:1049,7.70000000004273e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=75539
"нарвская ул., 11к1","г. москва, ул. нарвская, д. 11, к. 1",3,4,14.0,72.0,15900000,220833.0,2023-11-08,0,"Агентство RIS GROUP, CIAN ID 87793806",49,Северный,Войковский,"г. москва, ул. нарвская, д. 11, к. 1",14.0,0.0,55.83349000000001,37.50348,Железобетонные,Панельный,Крупноблочные,муниципальный,197.0,1971.0,264.0,2.0,Исправный,Балтийская,1.15,17.0,77:09:0001023:1013,7.70000000000366e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=73429
"годовикова ул., 11к5","г. москва, ул. годовикова, д. 11, к. 5",3,3,37.0,100.7,39180080,389077.0,2023-11-08,0,"Застройщик КОРТРОС, CIAN ID 88014230",7,Северо-Восточный,Останкинский,"г. москва, ул. годовикова, д. 11, к. 5",32.0,1.0,55.81059000000001,37.62438,Нет данных,Монолитный,Нет данных,Нет данных,-1.0,2023.0,-1.0,-1.0,Нет данных,Алексеевская,0.95,15.0,Нет данных,Нет данных,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=368940
"академика варги ул., 5","г. москва, ул. академика варги, д. 5",3,8,14.0,82.0,27900000,340244.0,2023-11-08,0,"Агентство Этажи Москва, Агент Мартынова Алина, CIAN ID 107478970",13,Юго-Западный,Теплый Стан,"г. москва, ул. академика варги, д. 5",14.0,0.0,55.62906,37.47564000000001,железобетонные,Панельный,Крупнопанельные,муниципальный,873.0,1994.0,264.0,1.0,Исправный,Отсутствует в пешей доступности,20.0,90.0,77:06:0007008:1005,7.70000000000931e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=5220
"тагильская ул., 4в","г. москва, ул. тагильская, д. 4в",3,24,24.0,76.3,21609686,283220.0,2023-11-08,0,"Застройщик AFI Development, CIAN ID 27344089",7,Восточный,Метрогородок,"г. москва, ул. тагильская, д. 4в",24.0,1.0,55.81649,37.753,Железобетонные,Монолитный,Нет данных,Нет данных,-1.0,2021.0,-1.0,3.0,Исправный,Бульвар Рокоссовского,1.2,18.0,77:03:0002005:3581,Нет данных,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=352423
